name,lastname,gender,ethnicity,language,month,day,year
Brian,Dotts,male,Other,english,May,10,1957
Jacky,Moore,female,African_American,french,March,23,1989
Andy,White,male,White,french,May,27,1963
Blake,Walker,male,Other,english,August,4,1977
Peter,Wilson,male,White,french,December,14,1981
Alex,Lopez,male,African_American,english,November,11,1973
Jimmy,Douglas,male,African_American,other,December,23,1988
George,Taylor,male,Other,english,February,28,1980
Tyler,Martin,female,Hispanic,other,August,28,1985
Jake,Young,male,Other,english,September,3,1989
Nathan,Curry,male,African_American,french,February,5,1956
Tom,Howard,male,Hispanic,spanish,September,8,1980
Alexis,Dotts,female,White,english,December,22,1986
Joshua,OBrien,male,Other,other,November,5,1965
Gael,Clark,male,Other,spanish,February,18,1950
Sara,Adams,female,Hispanic,spanish,December,7,1963
Franklin,Johnson,male,African_American,other,August,9,1968
Brad,Davis,male,Hispanic,spanish,August,3,1980
Stephen,Hodge,male,African_American,other,May,28,1951
Chris,Walsh,male,Other,spanish,October,14,1988
Enrique,Taylor,male,Hispanic,spanish,September,12,1954
Kevin,Clark,male,Other,french,April,1,1993
Peter,Casey,male,White,other,December,3,1970
George,Tyler,male,White,english,August,11,1950
Nathan,Western,male,White,french,February,5,1969
Anthony,Marshall,male,Other,french,August,24,1967
Alex,Collins,female,Other,english,January,5,1977
Hunter,Walker,male,White,other,January,14,1982
Emily,Morrow,female,African_American,english,February,5,1967
Stacey,Lewis,female,White,other,September,13,1961
Enrique,Thomas,female,African_American,other,February,24,1960
Tyler,Evans,,Hispanic,other,September,17,1984
Linda,Casey,female,White,other,May,14,1970
Gerald,Moore,male,Other,english,March,3,1965
Gael,Walker,male,African_American,other,March,19,1985
Hunter,Lewis,male,African_American,english,May,6,1996
Andy,Collins,female,Other,other,February,8,1957
Riley,Lee,male,Other,spanish,April,8,1966
Jake,Taylor,male,Other,english,December,5,1980
Hannah,Johnson,female,African_American,other,March,13,1968
April,Smith,female,African_American,other,September,13,1959
Eva,Hall,female,Other,spanish,November,20,1970
Jacky,Swift,female,Other,french,March,23,1956
Blake,Gardner,male,Hispanic,spanish,November,1,1960
Hunter,Wang,female,White,french,March,4,1972
Gracie,Jones,female,Other,other,September,23,1964
Andy,Franklin,female,Other,french,May,16,1956
Alexis,Reynolds,male,Hispanic,spanish,May,1,1975
Tom,Collins,male,Other,other,September,8,1964
James,Miller,male,Other,other,September,7,1992
Anthony,Walker,male,Hispanic,spanish,August,24,1992
Nathan,Marshall,male,Hispanic,spanish,October,2,1978
Gerald,Walker,male,White,other,January,22,1955
Alex,Evans,female,Other,spanish,March,1,1951
Blake,Swift,male,White,english,August,4,1986
Emily,Franklin,female,Other,english,July,2,1962
Hannah,Taylor,female,African_American,english,March,13,1976
Gabriela,Phillips,male,Hispanic,spanish,October,31,1959
Riley,Curry,male,Other,spanish,October,1,1997
Karla,Western,female,Other,english,September,11,1961
Carla,Walker,female,Hispanic,spanish,November,22,1981
Stephen,Dotts,male,Other,english,March,13,1975
Emily,Thompson,female,Other,other,July,2,1959
Charles,Thomas,male,White,french,May,4,1956
Alexis,Young,female,African_American,french,May,18,1996
Alex,Moore,female,African_American,other,January,24,1953
Anthony,Lee,male,Other,other,August,24,1960
Blake,Lewis,female,Other,spanish,July,31,1979
Dean,Thomas,male,White,french,February,21,1956
Marcy,Gardner,female,Other,spanish,November,21,1990
April,Swift,female,African_American,other,March,21,1988
Katelyn,Wang,female,African_American,english,July,28,1971
Max,Walsh,male,Other,other,April,30,1997
Danielle,Butler,female,White,english,May,30,1992
Linda,Jones,female,White,other,July,6,1955
Barbara,Swift,female,Other,french,October,22,1958
Alexis,Phillips,male,African_American,other,May,4,1983
Katelyn,Marshall,female,White,french,April,5,1959
Carol,Dotts,female,Other,english,January,14,1957
Max,Wang,male,Other,french,July,15,1993
Carl,Swift,male,African_American,french,April,3,1979
Donald,Western,male,African_American,french,February,24,1981
Stephen,Scott,male,Other,french,May,28,1991
Peter,Swift,male,African_American,french,September,3,1977
Natalie,Lopez,female,African_American,english,June,15,1959
Peter,Collins,male,African_American,french,June,23,1957
Jason,Thomas,male,African_American,other,July,10,1977
Joe,Miller,female,African_American,spanish,March,5,1982
Carl,Taylor,male,Hispanic,spanish,April,3,1954
Brett,Walsh,male,African_American,english,November,12,1972
Andy,Marshall,female,African_American,other,January,5,1989
John,Brooks,male,Other,english,November,4,1959
Barbara,Curry,female,White,english,October,22,1981
Alexander,Morrow,male,White,other,March,30,1963
Riley,Wilson,female,Other,other,February,2,1974
Elizabeth,Miller,female,African_American,english,July,3,1992
Marcy,Douglas,female,Other,english,April,29,1957
Bridget,Dotts,female,Other,english,October,17,1975
Peter,Walsh,male,Other,other,February,31,1997
Blake,Clark,female,African_American,other,June,4,1993
Georgia,Howard,female,African_American,english,September,23,1997
Jake,Walker,male,Other,other,November,1,1993
Lisa,Curry,female,African_American,french,July,24,1956
Enrique,Curry,male,African_American,other,September,12,1960
Elizabeth,Walker,female,White,french,September,16,1993
Paul,Thomas,male,Other,spanish,April,27,1950
Franklin,Anderson,male,Hispanic,french,January,11,1993
Veronica,Johnson,female,Hispanic,spanish,October,24,1965
Emily,Reynolds,female,White,other,June,4,1961
Blake,Phillips,male,Other,english,August,4,1961
Brett,Lopez,male,Other,spanish,August,30,1992
Stephanie,Walker,female,Other,french,June,23,1984
Madison,Jones,female,White,french,June,21,1990
Valerie,Wang,female,Hispanic,spanish,October,9,1976
Anthony,Jackson,male,White,french,August,24,1975
Gabriela,Western,female,White,other,March,21,1962
Alex,Walker,male,African_American,french,February,28,1952
Carlos,Walsh,male,Other,english,September,20,1972
Khalil,OBrien,male,Other,spanish,September,15,1995
April,Lee,female,Other,french,August,1,1973
John,Walsh,male,Other,english,July,3,1972
Madison,Lopez,female,White,other,April,24,1989
Elizabeth,Brooks,female,Other,spanish,September,16,1957
James,Franklin,male,African_American,spanish,October,21,1991
Eva,Moore,female,Other,other,March,12,1983
Dorothy,Curry,female,White,english,June,18,1970
Alexis,Howard,male,Hispanic,spanish,July,29,1983
Katelyn,Howard,female,Hispanic,spanish,August,16,1980
Donald,Gardner,male,White,english,March,7,1958
Joe,Dotts,male,Hispanic,english,May,10,1992
Alex,Martin,male,Other,other,January,12,1997
Andy,Walsh,male,Other,other,February,6,1985
Sheila,Clark,female,African_American,other,March,25,1993
Sophie,Morrow,female,African_American,french,October,4,1977
Donna,Lopez,female,White,english,January,12,1955
Hunter,Phillips,male,Other,spanish,July,24,1977
Max,Smith,male,White,french,April,30,1962
Brian,Lewis,male,White,other,May,10,1961
John,Casey,male,Hispanic,spanish,July,3,1956
Brett,Moore,male,Hispanic,spanish,January,1,1972
Joe,Smith,male,White,french,June,16,1962
Caitlin,Morrow,female,Hispanic,spanish,January,30,1973
Alex,Swift,female,African_American,other,September,26,1994
Stephen,Wang,male,Other,english,August,18,1995
Caitlin,Hall,female,Other,english,January,30,1988
Susan,Johnson,female,Hispanic,spanish,May,23,1965
Sara,Wilson,female,African_American,french,December,7,1980
Carlos,Martin,male,Other,french,July,22,1993
Franklin,Western,male,African_American,english,October,22,1996
Blake,Smith,female,Other,english,December,24,1970
Edward,Dotts,male,Other,spanish,June,30,1993
Joshua,Jackson,,Hispanic,spanish,January,4,1981
Jimmy,Wang,male,White,french,January,13,1981
Riley,Taylor,female,Other,french,February,25,1996
Blake,Gardner,female,White,english,December,24,1960
Alexis,Franklin,male,Other,english,May,5,1962
Riley,Walter,female,White,english,February,2,1986
Alexander,Western,male,African_American,french,February,2,1981
Franklin,Lewis,male,White,french,September,31,1960
Mark,Curry,male,African_American,english,October,31,1989
James,Walker,male,Hispanic,spanish,September,7,1950
Riley,Clark,male,White,french,January,16,1973
Brett,Johnson,male,White,other,September,16,1973
John,OBrien,male,White,other,May,30,1954
Brandon,Western,male,African_American,english,January,31,1994
Alex,Martin,male,Other,other,July,7,1997
Blake,Evans,female,White,other,March,8,1958
Kevin,Thomas,male,Other,spanish,August,16,1950
George,Anderson,male,Hispanic,spanish,May,13,1977
Alexis,White,female,Other,french,January,9,1979
Hunter,Collins,male,Hispanic,spanish,February,18,1976
George,Walker,male,White,french,May,19,1993
Alex,Lopez,male,African_American,english,November,12,1973
Tom,Adams,male,White,other,December,4,1954
Riley,Morrow,female,Hispanic,spanish,April,2,1995
Blake,Clark,female,Other,spanish,November,21,1956
Michael,Scott,,African_American,french,May,16,1968
Donald,Lopez,male,Other,spanish,January,5,1992
Alexis,Phillips,female,White,other,April,16,1983
Andrea,Reynolds,female,White,french,November,12,1956
Paul,Young,male,White,other,June,10,1987
Riley,Morrow,female,Other,spanish,February,2,1962
Carlos,Moore,female,Other,french,March,3,1970
Carol,Collins,female,Other,other,January,14,1957
Don,Butler,male,White,other,March,30,1961
Alex,Martin,male,White,french,January,12,1955
Kevin,Jones,male,Other,french,November,26,1997
Riley,Dotts,female,White,english,March,19,1986
Max,Reynolds,male,Hispanic,spanish,April,30,1975
Franklin,Phillips,male,Other,french,October,22,1959
Alexis,Adams,male,Hispanic,spanish,May,4,1981
Hunter,Curry,male,Hispanic,spanish,May,6,1972
Robert,Jackson,male,African_American,french,February,21,1981
Carol,Tyler,female,Hispanic,spanish,February,29,1958
Caleb,Clark,male,Other,spanish,July,4,1950
Sheila,Dotts,female,Hispanic,spanish,February,5,1986
Carl,Wang,male,White,english,April,3,1983
Hector,Walter,male,Other,other,July,17,1989
Diana,Moore,female,African_American,french,March,10,1989
Isabel,Thompson,female,African_American,other,September,29,1974
Peter,Thompson,male,Other,french,September,3,1973
Sara,Lopez,female,Other,other,December,7,1964
Enrique,Casey,male,Other,french,January,28,1960
Hunter,Evans,female,African_American,english,November,2,1969
Stephen,White,male,Other,french,April,25,1986
Alexander,Morrow,male,Other,spanish,February,2,1962
Hunter,Adams,female,Hispanic,spanish,December,22,1981
George,Johnson,male,Other,french,September,25,1979
Natalie,Martin,female,Hispanic,spanish,September,2,1969
Alexandra,Curry,female,African_American,other,March,10,1960
Dean,Douglas,male,Other,english,June,18,1957
Brian,Martin,male,White,french,March,26,1955
Blake,Adams,female,White,other,November,31,1989
Riley,Swift,male,African_American,french,July,1,1979
Paola,Thomas,female,African_American,french,January,22,1995
Marcy,Collins,female,Hispanic,spanish,May,15,1976
Alexandra,Walsh,female,Other,other,November,8,1997
Steven,Swift,male,African_American,french,March,25,1979
Antonia,Marshall,female,Other,french,April,30,1967
Riley,Clark,female,White,french,March,19,1973
Alexis,Casey,female,African_American,french,February,31,1960
George,Clark,male,Other,other,September,29,1978
Hunter,Tyler,male,Hispanic,spanish,August,23,1969
Carla,Curry,female,African_American,english,November,22,1951
Paul,Lee,male,African_American,french,June,10,1977
Matthew,Jones,male,Other,other,April,20,1960
Franklin,Anthony,male,White,french,August,9,1967
James,Wang,male,Hispanic,spanish,April,11,1976
Eva,Dotts,female,Other,english,December,17,1988
Jimmy,Collins,male,African_American,french,January,13,1957
Paola,Smith,female,Other,english,March,23,1952
Brian,Swift,male,African_American,other,August,22,1994
Diana,Curry,female,African_American,english,July,24,1951
Alexis,Smith,female,White,french,May,22,1962
Brett,Morrow,male,White,french,December,13,1967
Gerald,Phillips,male,White,french,April,20,1974
Brandon,Lewis,,African_American,spanish,June,5,1969
Alexandra,Lopez,female,Other,spanish,March,10,1992
Matthew,Johnson,male,Other,other,April,20,1950
Michael,Jackson,male,Other,english,December,16,1970
Madison,White,female,White,french,June,21,1963
Blake,Franklin,female,Other,other,June,4,1993
Franklin,Thomas,male,White,french,July,28,1956
Andrew,Casey,male,White,other,August,31,1984
Enrique,Davis,male,White,french,December,12,1966
John,Walker,male,African_American,other,August,23,1960
Jacky,Curry,female,White,english,April,24,1970
Marcy,Howard,female,African_American,english,April,29,1997
Eva,Taylor,female,White,other,December,8,1975
Khalil,Smith,male,African_American,other,April,13,1959
Alexis,Walter,male,White,french,August,3,1970
Sara,Wang,female,Other,other,July,28,1991
Anthony,Walsh,male,Hispanic,spanish,July,20,1979
Stephanie,Wilson,female,Other,other,December,27,1977
Tyler,Smith,male,White,other,January,24,1973
John,Tyler,male,Other,spanish,May,19,1955
Hunter,Casey,female,White,other,March,4,1970
Nathan,Lewis,male,Hispanic,spanish,February,5,1983
Alexander,White,male,White,english,September,2,1982
Peter,Walsh,male,Other,other,May,5,1985
Veronica,Howard,female,African_American,english,June,9,1997
Joseph,Walker,male,African_American,french,June,7,1952
Elizabeth,Walter,female,White,french,September,16,1970
Susan,Western,female,African_American,other,May,23,1956
Steven,Walter,male,White,english,July,26,1986
Gracie,Davis,female,African_American,other,September,23,1997
Alex,Walker,female,African_American,french,September,26,1952
Anthony,White,male,Hispanic,spanish,July,20,1967
George,Swift,male,Other,french,February,28,1958
Alexis,Casey,female,White,other,April,16,1970
Joshua,Taylor,male,Hispanic,spanish,March,7,1962
Elizabeth,Brown,female,African_American,other,November,27,1992
Alex,Brooks,male,African_American,english,November,11,1968
April,Marshall,female,Other,french,January,15,1950
Riley,Davis,female,Hispanic,spanish,March,19,1980
Alexandra,Harris,female,African_American,other,March,10,1990
Hector,Lopez,male,Hispanic,spanish,October,10,1976
Carol,Lopez,female,White,french,February,29,1958
Max,Walker,male,Other,english,January,3,1977
Anthony,Tyler,male,Other,spanish,November,7,1955
Marcy,Collins,female,African_American,french,October,5,1957
Sheila,Wilson,female,White,french,August,31,1952
Mark,Western,male,Other,english,November,1,1961
Joseph,Marshall,male,African_American,french,March,22,1993
Hunter,Reynolds,male,Other,french,February,18,1979
Paula,Carter,female,African_American,english,July,16,1976
